Make,Model,Manufacturer,Type,Action,Class,Calibre,Shots,Barrel,Reg_date,Client,Pcode,Prov,Country,Lost,Stolen,Recovered,lossstolen_year
SAVAGE,111G,SAVAGE,Non-restricted,Bolt Action,Rifle,223 REM,4,559,01-05-24,Individual,A0,NF,Canada,,,"
",
LAKEFIELD,64B,LAKEFIELD ARMS,Non-restricted,Semi-Automatic,Rifle,22 LR,10,508,00-05-11,Individual,A1,NF,Canada,,,"
",
Luger,1906 Navy                                                       ,Deutsche Waffen und Munitionsfabriken (DWM),Restricted,Semi-Automatic,Handgun,9MM LUGER                     ,8,152,02-08-29,Individual,R0,MB,Canada,,,"
",
Ruger,New Model Super Single Six,Sturm Ruger,Restricted,Revolver,Handgun,22 LR/22 MAG                  ,6,165,01-11-15,Individual,L9,ON,Canada,,,"
",
Traditions,Buckhunter,Ardesa,Non-restricted,Single Shot,Rifle,50 PERCUSSION                 ,1,580,01-11-01,Individual,A2,NF,Canada,,,"
",
Savage,112BV,Savage,Non-restricted,Bolt Action,Rifle,223 REM                       ,1,660,02-03-13,Individual,E5,NB,Canada,,,"
",
Smith & Wesson,46,Smith & Wesson,Restricted,Semi-Automatic,Handgun,22 LR                         ,10,178,99-07-10,Business,S0,SK,Canada,,,"
",
Harrington & Richardson                                         ,Sportsman Model 999,Harrington & Richardson,Restricted,Revolver,Handgun,22 LR                         ,9,152,99-08-26,Individual,V0,BC,Canada,,,"
",
Smith & Wesson,May-65,Smith & Wesson,Prohibited,Revolver,Handgun,357 MAG                       ,6,76,99-08-25,Business,V8,BC,Canada,,,"
",
Thompson/Center,Seneca,Thompson/Center Arms,Non-restricted,Single Shot,Rifle,36 PERCUSSION                 ,1,686,99-04-29,Business,K6,ON,Canada,,,"
",
Smith & Wesson,Sigma Model SW9F,Smith & Wesson,Restricted,Semi-Automatic,Handgun,9MM LUGER,10,114,05-04-14,Individual,T5,AB,Canada,,,"
",
Norinco,1911A1,Chinese State Arsenals,Restricted,Semi-Automatic,Handgun,45 AUTO,7,128,99-08-09,Individual,T5,AB,Canada,,,"
",
Smith & Wesson,Feb-29,Smith & Wesson,Restricted,Revolver,Handgun,44,6,165,01-11-15,Individual,T5,AB,Canada,,,"
",
Browning,BLR,Miroku Firearms Manufacturing,Non-restricted,Lever Action,Rifle,308 WIN                       ,4,508,00-04-29,Individual,V9,BC,Canada,,,"
",
Glock,17,Glock,Restricted,Semi-Automatic,Handgun,9MM LUGER                     ,10,114,03-10-16,Individual,T8,AB,Canada,,,"
",
Cooey                                                             ,840,Winchester                                                        ,Non-restricted,Single Shot,Shotgun,12 GA                         ,1,914,99-08-03,Individual,A2,NF,Canada,,,"
",
EAL,No 4 MARK 1* Sporter,Essential Agencies Limited (EAL),Non-restricted,Bolt Action,Rifle,303 BRITISH                   ,10,546,99-11-20,Individual,A2,NF,Canada,,,"
",
Remington                                                         ,Seven,Remington,Non-restricted,Bolt Action,Rifle,308 WIN                       ,4,457,99-08-03,Individual,J0,QC,Canada,,,"
",
CZ,CZ858 Tactical 2,Ceska Zbrojovka (CZ),Non-restricted,Semi-Automatic,Rifle,7.62X39 RUSSIAN,5,483,05-11-03,Individual,T5,AB,Canada,,,"
",
CZ,CZ858 Tactical 2,Ceska Zbrojovka (CZ),Non-restricted,Semi-Automatic,Rifle,7.62X39 RUSSIAN,5,483,06-02-16,Individual,H2,QC,Canada,,,"
",
CZ,CZ858 Tactical 2,Ceska Zbrojovka (CZ),Non-restricted,Semi-Automatic,Rifle,7.62X39 RUSSIAN,5,483,05-11-10,Individual,A1,NF,Canada,,,"
",
CZ,CZ858 Tactical 2,Ceska Zbrojovka (CZ),Non-restricted,Semi-Automatic,Rifle,7.62X39 RUSSIAN,5,483,05-11-17,Individual,S7,SK,Canada,,,"
",
Stoeger,American Eagle Luger Navy,Stoeger Industries,Restricted,Semi-Automatic,Handgun,9MM LUGER                     ,7,152,99-10-21,Individual,L0,ON,Canada,,,"
",
Alpine,Special,Sedgemore Engineering,Non-restricted,Bolt Action,Rifle,30-06 SPRG                    ,4,750,01-12-04,Individual,V2,BC,Canada,,,"
",
Ruger,Vaquero,Sturm Ruger                                       ,Restricted,Revolver,Handgun,44 MAG                        ,6,191,05-02-17,Individual,K2,ON,Canada,,,"
",
Mossberg,800A                                                              ,Mossberg                                             ,Non-restricted,Bolt Action,Rifle,308 WIN                       ,4,559,99-04-19,Business,V9,BC,Canada,,,"
",
Magtech,586,Companhia Brasileira de Cartuchos (CBC)  ,Non-restricted,Pump Action,Shotgun,"12 GA X 3""                    ",3,711,99-10-02,Individual,A0,NF,Canada,,,"
",
Glock,22,Glock,Restricted,Semi-Automatic,Handgun,40 S&W                        ,10,114,99-08-12,Individual,L6,ON,Canada,,,"
",
SAVAGE,111,SAVAGE,Non-restricted,Bolt Action,Rifle,300 WIN MAG,3,610,01-11-15,Individual,A1,NF,Canada,,,"
",
Glock,21,Glock,Restricted,Semi-Automatic,Handgun,45 AUTO                       ,10,117,99-12-07,Business,L0,ON,Canada,,,"
",
Savage,MARK II,Savage,Non-restricted,Bolt Action,Rifle,22 LR,10,526,05-10-21,Business,K0,ON,Canada,,,"
",
Browning,Buck Mark Silhouette                                           ,Browning,Restricted,Semi-Automatic,Handgun,22 LR                         ,10,251,99-03-30,Individual,S0,SK,Canada,,,"
",
Marlin,922M,Marlin Firearms,Non-restricted,Semi-Automatic,Rifle,22 MAG,7,520,01-10-18,Individual,A2,NF,Canada,,,"
",
Savage,114,Savage,Non-restricted,Bolt Action,Rifle,270 WIN                       ,4,559,00-04-01,Individual,A0,NF,Canada,,,"
",
New England Firearms,SB1 Pardner                                         ,Harrington & Richardson (H&R),Non-restricted,Single Shot,Shotgun,"410 GA X 3""                   ",1,660,00-12-19,Individual,C0,PE,Canada,,,"
",
Traditions,Buckhunter,Ardesa,Non-restricted,Single Shot,Rifle,50 PERCUSSION                 ,1,580,01-11-01,Individual,A2,NF,Canada,,,"
",
High Standard,10X                                                               ,High Standard,Restricted,Semi-Automatic,Handgun,22 LR                         ,10,184,99-07-31,Business,S0,SK,Canada,,,"
",
Sterling Arms Corporation,X Caliber                                                        ,Sterling Arms Corporation,Restricted,Single Shot,Handgun,44 MAG                        ,1,254,06-09-21,Individual,T1,AB,Canada,,,"
",
Pedersoli,Kentucky Pistol Reproduction,"Pedersoli, Davide & Cia",Restricted,Single Shot,Handgun,44 PERCUSSION                 ,1,262,06-09-21,Individual,T2,AB,Canada,,,"
",
Colt,M1911A1 US Army,Remington Rand,Restricted,Semi-Automatic,Handgun,45 AUTO                       ,7,142,03-01-09,Individual,S3,SK,Canada,,,"
",
mossberg,9200,o.f. mossberg & son,Non-restricted,Semi-Automatic,Shotgun,"12 ga x 3""",5,701,01-11-08,Individual,A0,NF,Canada,,,"
",
Marlin,883 SS                                                            ,Marlin Firearms,Non-restricted,Bolt Action,Rifle,22 MAG                        ,12,559,01-11-15,Individual,J0,QC,Canada,,,"
",
Smith & Wesson,Feb-29,Smith & Wesson,Restricted,Revolver,Handgun,44 MAG                        ,6,152,01-12-04,Individual,L4,ON,Canada,,,"
",
Savage,110,Savage,Non-restricted,Bolt Action,Rifle,243 WIN                       ,4,559,99-12-17,Individual,A0,NF,Canada,,,"
",
Savage,MARK II,Savage,Non-restricted,Bolt Action,Rifle,22 LR,10,526,05-12-08,Individual,T0,AB,Canada,,,"
",
Lakefield,MARK I,Lakefield Arms                                                   ,Non-restricted,Single Shot,Rifle,22 LR                         ,1,526,99-10-05,Individual,A2,NF,Canada,,,"
",
MOSSBERG,835 ULTI-MAG,O.F. MOSSEBERG & SONS,Non-restricted,Pump Action,Shotgun,"12 GA X 3 1/2""",6,701,99-10-13,Individual,C0,PE,Canada,,,"
",
Colt,Peacemaker Centennial Single Action Army Commemorative,Colt                                                              ,Restricted,Revolver,Handgun,44-40 WIN                     ,6,190,01-06-12,Individual,P0,ON,Canada,,,"
",
Enfield,No 2 MARK I*                                                      ,Enfield,Restricted,Revolver,Handgun,38 S&W                        ,6,127,04-04-08,Individual,S0,SK,Canada,,,"
",
Norinco,1911A1,Chinese State Arsenals,Restricted,Semi-Automatic,Handgun,45 AUTO,7,128,03-02-20,Individual,T1,AB,Canada,,,"
",
Savage,24,Savage,Non-restricted,Multi Barrel,Combination Gun,"22 LR/20 GA X 3""              ",2,610,00-12-28,Individual,V1,BC,Canada,,,"
",
Savage,110,Savage,Non-restricted,Bolt Action,Rifle,30-Jun,4,559,02-02-07,Individual,V0,BC,Canada,,,"
",
Marlin,70P,Marlin Firearms,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,7,412,05-05-19,Individual,V0,BC,Canada,,,"
",
Weatherby,Vanguard,Howa,Non-restricted,Bolt Action,Rifle,270 WIN,5,609,99-04-29,Business,V0,BC,Canada,,,"
",
Lakefield,MARK II,Lakefield Arms                                                   ,Non-restricted,Bolt Action,Rifle,22 LR                         ,10,526,03-07-10,Individual,V0,BC,Canada,,,"
",
Browning,Auto-5                                                           ,Fabrique Nationale Herstal (FN),Non-restricted,Semi-Automatic,Shotgun,"12 GA X 2 3/4""                ",5,762,99-07-24,Business,V0,BC,Canada,,,"
",
Browning,High Power,Fabrique Nationale Herstal (FN),Restricted,Semi-Automatic,Handgun,9MM LUGER                     ,10,118,99-07-16,Individual,T0,AB,Canada,,,"
",
Colt,1911 US Army,Colt,Restricted,Semi-Automatic,Handgun,45 AUTO,7,127,01-11-08,Individual,T0,AB,Canada,,,"
",
Webley & Scott,MARK I N,Webley & Scott,Restricted,Semi-Automatic,Handgun,455 WEBLEY AUTO               ,7,127,00-04-28,Individual,T1,AB,Canada,,,"
",
Colt,New Service,Colt                                                              ,Restricted,Revolver,Handgun,455 REV                       ,6,140,99-07-10,Business,K1,ON,Canada,,,"
",
Uberti,Remington 1858 New Army Reproduction,Uberti,Restricted,Revolver,Handgun,44 PERCUSSION                 ,6,203,03-07-24,Individual,V9,BC,Canada,,,"
",
Tikka,M65,Oy Tikkakoski,Non-restricted,Bolt Action,Rifle,30-06 SPRG                    ,5,559,99-12-30,Individual,V9,BC,Canada,,,"
",
BROWNING,A-BOLT MEDALLION,MIROKU FIREARMS MANUFACTURING,Non-restricted,Bolt Action,Rifle,7MM REM MAG,3,660,00-01-25,Individual,V0,BC,Canada,,,"
",
Colt,Woodsman Sport                                                    ,Colt                                                              ,Restricted,Semi-Automatic,Handgun,22 LR                         ,10,114,01-11-15,Individual,L8,ON,Canada,,,"
",
Remington                                                         ,870 Express Magnum,Remington,Non-restricted,Pump Action,Shotgun,"20 GA X 3""                    ",4,711,04-09-08,Individual,K7,ON,Canada,,,"
",
Marlin,1895 GS,Marlin Firearms,Non-restricted,Lever Action,Rifle,45-70 GOVT,4,470,05-10-28,Business,P6,ON,Canada,,,"
",
Stevens,311A,Savage,Non-restricted,Multi Barrel,Shotgun,"12 GA X 2 3/4""",2,762,05-12-29,Individual,N8,ON,Canada,,,"
",
Remington,870 Express Magnum,Remington,Non-restricted,Pump Action,Shotgun,"12 GA X 3""",4,711,05-12-29,Individual,J0,QC,Canada,,,"
",
Smith & Wesson,629,Smith & Wesson,Restricted,Revolver,Handgun,44 MAG                        ,6,152,99-12-07,Business,L0,ON,Canada,,,"
",
Colt,Combat Elite Mark IV Series 80                                    ,Colt                                                              ,Restricted,Semi-Automatic,Handgun,45 AUTO                       ,7,127,00-05-02,Individual,M2,ON,Canada,,,"
",
SAVAGE,110,SAVAGE,Non-restricted,Bolt Action,Rifle,300 WIN MAG,3,610,99-10-30,Individual,A0,NF,Canada,,,"
",
SAVAGE,111G,SAVAGE,Non-restricted,Bolt Action,Rifle,223 REM,4,559,01-05-24,Individual,A0,NF,Canada,,,"
",
Armalite,M15A4                                                             ,Armalite Incorporated,Restricted,Semi-Automatic,Rifle,5.56MM NATO                   ,5,406,99-06-24,Individual,R3,MB,Canada,,,"
",
Norinco,Bell Sharpshot,Chinese State Arsenals,Non-restricted,Bolt Action,Rifle,22 LR                         ,10,610,99-04-06,Individual,A0,NF,Canada,,,"
",
Mossberg,500E,Mossberg,Non-restricted,Pump Action,Shotgun,"410 GA X 3""",4,610,05-02-03,Individual,C0,PE,Canada,,,"
",
Winchester,70 Carbine,Fabrique Nationale Herstal (FN),Non-restricted,Bolt Action,Rifle,270 WIN,5,508,00-06-01,Individual,T2,AB,Canada,,,"
",
Lakefield,64B                                                               ,Lakefield Arms                                                   ,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,10,508,01-12-04,Individual,C0,PE,Canada,,,"
",
Ruger,GP100                                                             ,Sturm Ruger                                       ,Restricted,Revolver,Handgun,357 MAG                       ,6,152,05-03-17,Individual,S0,SK,Canada,,,"
",
Arminius,HW7T                                                              ,Weihrauch,Restricted,Revolver,Handgun,22 LR                         ,8,152,02-05-23,Individual,S7,SK,Canada,,,"
",
Smith & Wesson,57,Smith & Wesson,Restricted,Revolver,Handgun,41 REM MAG                    ,6,152,99-08-31,Individual,S0,SK,Canada,,,"
",
New England Firearms,SB2 Survivor Shotgun,Harrington & Richardson (H&R),Non-restricted,Single Shot,Shotgun,"12 GA X 3""                    ",1,508,99-07-19,Individual,A0,NF,Canada,,,"
",
Smith & Wesson,38/200 British Service                                          ,Smith & Wesson,Restricted,Revolver,Handgun,38 S&W                        ,6,127,02-03-28,Individual,S0,SK,Canada,,,"
",
Savage,99C Series A,Savage,Non-restricted,Lever Action,Rifle,308 WIN                       ,4,559,03-01-16,Individual,V0,BC,Canada,,,"
",
Savage,110C                                                              ,Savage,Non-restricted,Bolt Action,Rifle,30-06 SPRG                    ,4,559,00-07-08,Individual,V4,BC,Canada,,,"
",
SAKO,A I,SAKO,Non-restricted,Bolt Action,Rifle,222 REM                       ,6,584,00-10-03,Individual,V0,BC,Canada,,,"
",
Savage,3,Savage,Non-restricted,Single Shot,Rifle,22 LR                         ,1,559,99-05-12,Business,V0,BC,Canada,,,"
",
Rossi                                                             ,M92 SRC                                                           ,Rossi,Non-restricted,Lever Action,Rifle,44 MAG                        ,10,508,99-04-29,Business,V0,BC,Canada,,,"
",
Weatherby,MARK V Stainless,Weatherby,Non-restricted,Bolt Action,Rifle,300 WBY MAG,3,660,00-04-11,Individual,T0,AB,Canada,,,"
",
Smith & Wesson,422,Smith & Wesson,Restricted,Semi-Automatic,Handgun,22 LR,10,152,99-11-17,Individual,P7,ON,Canada,,,"
",
Winchester                                                        ,1894,Winchester                                                        ,Non-restricted,Lever Action,Rifle,30-30 WIN                     ,4,641,99-08-03,Individual,K1,ON,Canada,,,"
",
Browning,BLR Lightning,Miroku Firearms Manufacturing,Non-restricted,Lever Action,Rifle,243 WIN                       ,4,508,99-08-03,Individual,T9,AB,Canada,,,"
",
Smith & Wesson,586,Smith & Wesson,Restricted,Revolver,Handgun,357 MAG,6,152,99-08-26,Individual,L2,ON,Canada,,,"
",
Remington,870,Remington,Non-restricted,Pump Action,Shotgun,"12 GA X 3""",4,660,99-10-02,Individual,L3,ON,Canada,,,"
",
Remington,870 Express Super Magnum,Remington,Non-restricted,Pump Action,Shotgun,"12 GA X 3 1/2""",3,711,01-12-04,Individual,N2,ON,Canada,,,"
",
Remington,870 Wingmaster,Remington,Non-restricted,Pump Action,Shotgun,"12 GA X 3""",4,711,00-01-14,Individual,N1,ON,Canada,,,"
",
Remington                                                         ,812,Companhia Brasileira de Cartuchos (CBC)  ,Non-restricted,Single Shot,Shotgun,"20 GA X 2 3/4""                ",1,708,99-08-03,Individual,K8,ON,Canada,,,"
",
Cooey,75,Cooey,Non-restricted,Single Shot,Rifle,22,1,680,99-08-03,Individual,K8,ON,Canada,,,"
",
Savage,93G,Savage,Non-restricted,Bolt Action,Rifle,22 MAG,5,526,00-12-18,Individual,P9,ON,Canada,,,"
",
Savage,93G,Savage,Non-restricted,Bolt Action,Rifle,22 MAG,5,526,99-11-13,Individual,V2,BC,Canada,,,"
",
Harrington & Richardson,Topper M48,Harrington & Richardson,Non-restricted,Single Shot,Shotgun,"12 GA X 2 3/4""",1,762,05-04-21,Individual,P0,ON,Canada,,,"
",
IGA,Condor I,E R Amantino & Cia,Non-restricted,Multi Barrel,Shotgun,"20 GA X 3""                    ",2,660,04-09-08,Individual,Y1,YT,Canada,,,"
",
Lee-Enfield                                                       ,No 1 MARK 3,Enfield,Non-restricted,Bolt Action,Rifle,303 BRITISH                   ,10,640,05-11-17,Individual,V1,BC,Canada,,,"
",
Unknown Belgian,Side By Side Hammer,Unknown Belgian,Non-restricted,Multi Barrel,Shotgun,12 GA                         ,2,767,06-03-09,Individual,V1,BC,Canada,,,"
",
Ruger,22/45,Sturm Ruger,Restricted,Semi-Automatic,Handgun,22 LR                         ,10,133,06-03-02,Individual,C0,PE,Canada,,,"
",
FN-Browning,1903 M07                                                          ,Husqvarna,Restricted,Semi-Automatic,Handgun,9MM BROWNING LONG             ,7,127,01-12-04,Individual,C1,PE,Canada,,,"
",
Ruger,MARK II Target,Sturm Ruger                                       ,Restricted,Semi-Automatic,Handgun,22 LR                         ,10,140,99-12-30,Individual,C0,PE,Canada,,,"
",
Savage,64G                                                               ,Savage,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,10,514,02-02-13,Individual,G4,QC,Canada,,,"
",
New England Firearms,SB1 Pardner                                         ,New England Firearms (NEF)            ,Non-restricted,Single Shot,Shotgun,"20 GA X 3""                    ",1,660,01-06-22,Individual,G7,QC,Canada,,,"
",
Remington,700 BDL DM,Remington,Non-restricted,Bolt Action,Rifle,300 WIN MAG,3,610,02-05-30,Individual,G0,QC,Canada,,,"
",
Remington,11-96 Euro Lightweight,Remington,Non-restricted,Semi-Automatic,Shotgun,"12 GA X 3""",3,711,04-01-29,Individual,G0,QC,Canada,,,"
",
Browning,Medalist                                                          ,Fabrique Nationale Herstal (FN),Restricted,Semi-Automatic,Handgun,22 LR                         ,10,172,04-10-20,Individual,T8,AB,Canada,,,"
",
Browning,A-Bolt II Composite Stalker,Miroku Firearms Manufacturing,Non-restricted,Bolt Action,Rifle,243 WIN                       ,4,559,00-12-11,Individual,V8,BC,Canada,,,"
",
Winchester                                                        ,140,Winchester                                                        ,Non-restricted,Semi-Automatic,Shotgun,"12 GA X 2 3/4""                ",2,711,99-08-31,Business,V0,BC,Canada,,,"
",
Remington,7600 Rifle,Remington,Non-restricted,Pump Action,Rifle,270 WIN,4,559,02-12-26,Individual,V0,BC,Canada,,,"
",
New England Firearms,SB1 Survivor,New England Firearms (NEF)            ,Non-restricted,Single Shot,Shotgun,"12 GA X 3""                    ",1,559,06-05-04,Individual,V0,BC,Canada,,,"
",
Weatherby,Vanguard,Howa,Non-restricted,Bolt Action,Rifle,308 WIN,5,609,04-03-18,Individual,V8,BC,Canada,,,"
",
New England Firearms,SB2 Handi-Rifle                                               ,Harrington & Richardson (H&R),Non-restricted,Single Shot,Rifle,270 WIN                       ,1,559,01-02-15,Individual,V0,BC,Canada,,,"
",
Squires-Bingham,M1500 S                                                           ,Armscor,Non-restricted,Bolt Action,Rifle,22 MAG                        ,5,575,06-09-07,Individual,V0,BC,Canada,,,"
",
BROWNING,A-BOLT MICRO MEDALLION,MIROKU FIREARMS MANUFACTURES,Non-restricted,Bolt Action,Rifle,308 WIN,4,508,01-12-04,Individual,J8,QC,Canada,,,"
",
Lakefield,MARK I,Lakefield Arms                                                   ,Non-restricted,Single Shot,Rifle,22 LR                         ,1,526,00-09-06,Individual,V9,BC,Canada,,,"
",
Remington                                                         ,700 BDL Custom Deluxe                                             ,Remington,Non-restricted,Bolt Action,Rifle,30-06 SPRG                    ,4,560,02-01-24,Individual,Y1,YT,Canada,,,"
",
Browning,No 1 MARK I*                                                      ,Inglis,Restricted,Semi-Automatic,Handgun,9MM LUGER                     ,10,118,99-08-25,Individual,L4,ON,Canada,,,"
",
Glenfield,70,Marlin Firearms,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,7,457,99-12-07,Individual,N0,ON,Canada,,,"
",
Cooey                                                             ,39,Winchester                                                        ,Non-restricted,Single Shot,Rifle,22 LR                         ,1,559,99-08-03,Individual,G0,QC,Canada,,,"
",
Universal,IJ-58 M,,Non-restricted,Multi Barrel,Shotgun,"12 GA X 2 3/4""                ",2,660,99-08-03,Individual,H3,QC,Canada,,,"
",
Winchester                                                        ,12,Winchester                                                        ,Non-restricted,Pump Action,Shotgun,"12 GA X 2 3/4""                ",5,660,99-08-03,Individual,V4,BC,Canada,,,"
",
Mannlicher-Berthier,1892 Artillery Carbine,Manufacture d'Armes de St-Etienne (MAS),Non-restricted,Bolt Action,Rifle,8X50R LEBEL,3,450,01-07-11,Individual,K9,ON,Canada,,,"
",
Winchester,94,Winchester,Non-restricted,Lever Action,Rifle,30-30 WIN,4,508,01-12-04,Individual,J9,QC,Canada,,,"
",
Norinco,JW-27,Chinese State Arsenals,Non-restricted,Bolt Action,Rifle,22 LR                         ,5,610,99-08-03,Individual,V0,BC,Canada,,,"
",
Mosin-Nagant                                                 ,1944 Carbine                                                      ,,Non-restricted,Bolt Action,Rifle,7.62X54R RUSSIAN              ,5,508,99-10-29,Individual,A0,NF,Canada,,,"
",
Smith & Wesson,686,Smith & Wesson,Restricted,Revolver,Handgun,357 MAG,6,152,00-02-09,Individual,N4,ON,Canada,,,"
",
Smith & Wesson,36,Smith & Wesson,Prohibited,Revolver,Handgun,38 SPL                        ,5,51,00-03-01,Public Agency,G7,QC,Canada,,,"
",
Remington,760,Remington,Non-restricted,Pump Action,Rifle,30-06 SPRG,4,559,02-01-16,Individual,P6,ON,Canada,,,"
",
Ruger,10/22T                                                   ,Sturm Ruger,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,10,508,00-03-21,Individual,S6,SK,Canada,,,"
",
Remington,Model Seven,Remington,Non-restricted,Bolt Action,Rifle,260 REM,4,470,01-11-15,Individual,V1,BC,Canada,,,"
",
Traditions,Hawken Woodsman,Ardesa,Non-restricted,Single Shot,Rifle,50 PERCUSSION                 ,1,690,04-09-08,Individual,J0,QC,Canada,,,"
",
Cooey,840,,Non-restricted,Hinge Break,Shotgun,410 GAUGE,1,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
Lee-Enfield,NO 1MK 3,,Non-restricted,Bolt Action,Rifle,303 BRITIHS,Multi-shots,> 470mm,04-01-08,Individual,J8,QC,Canada,,,"
",
Savage,170,,Non-restricted,Pump Action,Rifle,30-30cal,Multi-shots,> 470mm,02-12-26,Individual,P0,ON,Canada,,,"
",
Remington,870,,Non-restricted,Pump Action,Shotgun,12Gu,Multi-shots,> 470mm,03-03-13,Individual,N0,ON,Canada,,,"
",
Cooey,60,,Non-restricted,Bolt Action,Rifle,22LR,Multi-shots,> 470mm,02-12-26,Individual,G9,QC,Canada,,,"
",
Browning,BDM                                                               ,Browning,Restricted,Semi-Automatic,Handgun,9MM LUGER                     ,10,120,05-04-07,Individual,T0,AB,Canada,,,"
",
Ruger,Vaquero,Sturm Ruger                                       ,Restricted,Revolver,Handgun,44 MAG                        ,6,191,01-12-04,Individual,L0,ON,Canada,,,"
",
Ruger,M77 MARK II,Sturm Ruger,Non-restricted,Bolt Action,Rifle,7MM REM MAG                   ,3,610,06-06-15,Individual,J0,QC,Canada,,,"
",
Browning,A-Bolt II,Miroku Firearms Manufacturing,Non-restricted,Bolt Action,Rifle,243 WIN                       ,4,508,99-07-19,Individual,J3,QC,Canada,,,"
",
Marlin,1895,,Non-restricted,Lever Action,Rifle,45-70,Multi-shots,> 470mm,02-12-26,Individual,V2,BC,Canada,,,"
",
Winchester,67,,Non-restricted,Bolt Action,Rifle,22,1,> 470mm,02-12-26,Individual,R0,MB,Canada,,,"
",
Remington,870,,Non-restricted,Pump Action,Shotgun,12 gauge,Multi-shots,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
Remington,,,Non-restricted,Bolt Action,Rifle,303,Multi-shots,> 470mm,02-12-26,Individual,R0,MB,Canada,,,"
",
Smith & Wesson,1500,,Non-restricted,Bolt Action,Rifle,270,Multi-shots,> 470mm,02-12-26,Individual,S7,SK,Canada,,,"
",
Parker Hale,Unknown,,Non-restricted,Bolt Action,Rifle,270,1,> 470mm,02-12-26,Individual,T0,AB,Canada,,,"
",
Remington,10:00 AM,,Non-restricted,Pump Action,Shotgun,12,Multi-shots,> 470mm,02-12-26,Individual,L4,ON,Canada,,,"
",
Remington,NONE ON IT,,Non-restricted,Semi-Automatic,Rifle,22,Multi-shots,> 470mm,02-12-26,Individual,T9,AB,Canada,,,"
",
Winchester,70,,Non-restricted,Bolt Action,Rifle,25.06,1,> 470mm,02-12-26,Individual,N0,ON,Canada,,,"
",
Ruger,M77 MARK II,Sturm Ruger,Non-restricted,Bolt Action,Rifle,300 WIN MAG,3,610,06-03-23,Individual,V0,BC,Canada,,,"
",
Cooey,840,,Non-restricted,Hinge Break,Shotgun,410 Gauge,1,> 470mm,02-12-26,Individual,P5,ON,Canada,,,"
",
DRULOV,70,,Restricted,Single Shot,Handgun,22 LR,,250,03-03-13,Individual,N0,ON,Canada,,,"
",
Mossberg,,,Non-restricted,Pump Action,Shotgun,410,Multi-shots,> 470mm,02-12-26,Individual,J9,QC,Canada,,,"
",
Cooey,,,Non-restricted,Hinge Break,Shotgun,16 gauge,1,> 470mm,02-12-26,Individual,A0,NF,Canada,,,"
",
Russian,Unknown,,Non-restricted,Bolt Action,Rifle,22 calibre,Multi-shots,> 470mm,02-12-26,Individual,V1,BC,Canada,,,"
",
Winchester,1200,,Non-restricted,Pump Action,Shotgun,12,Multi-shots,> 470mm,02-12-26,Individual,T2,AB,Canada,,,"
",
Cooey,64b,,Non-restricted,Semi-Automatic,Rifle,22,1,> 470mm,02-12-26,Individual,A0,NF,Canada,,,"
",
sure-shot,,,Non-restricted,Bolt Action,Rifle,22,1,> 470mm,02-12-26,Individual,R0,MB,Canada,,,"
",
Parker-Hale,None,,Non-restricted,Bolt Action,Rifle,30-Jun,Multi-shots,> 470mm,02-12-26,Individual,R0,MB,Canada,,,"
",
Remington,722,,Non-restricted,Bolt Action,Rifle,.222 mag,1,> 470mm,02-12-26,Individual,T1,AB,Canada,,,"
",
Cooey,600,,Non-restricted,Bolt Action,Rifle,22,1,> 470mm,02-12-26,Individual,N0,ON,Canada,,,"
",
Cooey,600,,Non-restricted,Bolt Action,Rifle,22,Multi-shots,> 470mm,02-12-26,Individual,T3,AB,Canada,,,"
",
gamo,expomatic 2000,,Non-restricted,"Air, spring or gas",Rifle,177,1,> 470mm,02-12-26,Individual,L4,ON,Canada,,,"
",
Knight,MARK 85,Knight Rifles,Non-restricted,Single Shot,Rifle,54 PERCUSSION                 ,1,610,99-04-12,Business,V3,BC,Canada,,,"
",
Lee-Enfield                                                       ,No 1 MARK 3*,Enfield,Non-restricted,Bolt Action,Rifle,303 BRITISH                   ,10,640,03-01-02,Individual,J7,QC,Canada,,,"
",
Mossberg,835 Ulti-Mag                                                      ,Mossberg                                             ,Non-restricted,Pump Action,Shotgun,"12 GA X 3 1/2""                ",4,711,01-12-04,Individual,P0,ON,Canada,,,"
",
New England Firearms,SB1 Pardner                                         ,New England Firearms (NEF)            ,Non-restricted,Single Shot,Shotgun,"410 GA X 3""                   ",1,660,01-11-15,Individual,G7,QC,Canada,,,"
",
Savage,64G                                                               ,Savage,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,10,514,01-11-15,Individual,J0,QC,Canada,,,"
",
Browning,BPR,Fabrique Nationale Herstal (FN),Non-restricted,Pump Action,Rifle,7MM REM MAG                   ,3,610,06-03-16,Individual,G8,QC,Canada,,,"
",
Remington                                                         ,7400,Remington,Non-restricted,Semi-Automatic,Rifle,30-06 SPRG                    ,4,559,02-09-05,Individual,G0,QC,Canada,,,"
",
